"Notes"	"Year"	"Year Code"	"County"	"County Code"	"UCD - Drug/Alcohol Induced Causes"	"UCD - Drug/Alcohol Induced Causes Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"2001"	"2001"	"Dale County, AL"	"01045"	"All Other Causes"	"O"	432	49254	877.08612	42.19883
	"2001"	"2001"	"Dallas County, AL"	"01047"	"All Other Causes"	"O"	544	46132	1179.22483	50.55885
	"2001"	"2001"	"DeKalb County, AL"	"01049"	"All Other Causes"	"O"	637	65678	969.88337	38.42818
	"2001"	"2001"	"Elmore County, AL"	"01051"	"All Other Causes"	"O"	495	67459	733.77904	32.98092
	"2001"	"2001"	"Escambia County, AL"	"01053"	"All Other Causes"	"O"	432	38197	1130.97887	54.41425
	"2001"	"2001"	"Etowah County, AL"	"01055"	"All Other Causes"	"O"	1299	102976	1261.45898	35.00004
	"2001"	"2001"	"Fayette County, AL"	"01057"	"All Other Causes"	"O"	213	18384	1158.61619	79.38707
	"2001"	"2001"	"Franklin County, AL"	"01059"	"All Other Causes"	"O"	368	31190	1179.86534	61.50473
	"2001"	"2001"	"Geneva County, AL"	"01061"	"All Other Causes"	"O"	304	25565	1189.12576	68.20104
	"2001"	"2001"	"Greene County, AL"	"01063"	"All Other Causes"	"O"	102	9866	1033.85364	102.36676
	"2001"	"2001"	"Hale County, AL"	"01065"	"All Other Causes"	"O"	209	17868	1169.68883	80.90907
	"2001"	"2001"	"Henry County, AL"	"01067"	"All Other Causes"	"O"	213	16358	1302.11517	89.21946
	"2001"	"2001"	"Houston County, AL"	"01069"	"All Other Causes"	"O"	887	89490	991.17220	33.28031
	"2001"	"2001"	"Jackson County, AL"	"01071"	"All Other Causes"	"O"	586	53997	1085.24548	44.83108
	"2001"	"2001"	"Jefferson County, AL"	"01073"	"Drug-Induced Causes"	"D"	67	660197	10.14849	1.23983
	"2001"	"2001"	"Jefferson County, AL"	"01073"	"Alcohol-Induced Causes"	"A"	47	660197	7.11909	1.03843
	"2001"	"2001"	"Jefferson County, AL"	"01073"	"All Other Causes"	"O"	7108	660197	1076.64833	12.77027
	"2001"	"2001"	"Lamar County, AL"	"01075"	"All Other Causes"	"O"	212	15632	1356.19243	93.14368
	"2001"	"2001"	"Lauderdale County, AL"	"01077"	"All Other Causes"	"O"	917	87791	1044.52620	34.49329
	"2001"	"2001"	"Lawrence County, AL"	"01079"	"All Other Causes"	"O"	351	34870	1006.59593	53.72812
	"2001"	"2001"	"Lee County, AL"	"01081"	"Alcohol-Induced Causes"	"A"	10	116819	Unreliable	2.70699
	"2001"	"2001"	"Lee County, AL"	"01081"	"All Other Causes"	"O"	787	116819	673.69178	24.01452
	"2001"	"2001"	"Limestone County, AL"	"01083"	"All Other Causes"	"O"	544	66936	812.71662	34.84494
	"2001"	"2001"	"Lowndes County, AL"	"01085"	"All Other Causes"	"O"	156	13329	1170.38037	93.70542
	"2001"	"2001"	"Macon County, AL"	"01087"	"All Other Causes"	"O"	291	23925	1216.30094	71.30082
	"2001"	"2001"	"Madison County, AL"	"01089"	"Alcohol-Induced Causes"	"A"	15	281517	Unreliable	1.37575
	"2001"	"2001"	"Madison County, AL"	"01089"	"All Other Causes"	"O"	2144	281517	761.58811	16.44780
	"2001"	"2001"	"Marengo County, AL"	"01091"	"All Other Causes"	"O"	262	22203	1180.02072	72.90192
	"2001"	"2001"	"Marion County, AL"	"01093"	"All Other Causes"	"O"	365	30777	1185.95055	62.07549
	"2001"	"2001"	"Marshall County, AL"	"01095"	"All Other Causes"	"O"	934	82477	1132.43692	37.05447
	"2001"	"2001"	"Mobile County, AL"	"01097"	"Drug-Induced Causes"	"D"	31	400129	7.74750	1.39149
	"2001"	"2001"	"Mobile County, AL"	"01097"	"Alcohol-Induced Causes"	"A"	21	400129	5.24831	1.14527
	"2001"	"2001"	"Mobile County, AL"	"01097"	"All Other Causes"	"O"	3848	400129	961.68986	15.50306
	"2001"	"2001"	"Monroe County, AL"	"01099"	"All Other Causes"	"O"	229	24120	949.41957	62.73941
	"2001"	"2001"	"Montgomery County, AL"	"01101"	"All Other Causes"	"O"	2038	223048	913.70467	20.23969
	"2001"	"2001"	"Morgan County, AL"	"01103"	"All Other Causes"	"O"	1019	111682	912.41203	28.58274
	"2001"	"2001"	"Perry County, AL"	"01105"	"All Other Causes"	"O"	156	11645	1339.63074	107.25630
	"2001"	"2001"	"Pickens County, AL"	"01107"	"All Other Causes"	"O"	250	20873	1197.71954	75.75044
	"2001"	"2001"	"Pike County, AL"	"01109"	"All Other Causes"	"O"	331	29844	1109.10066	60.96169
	"2001"	"2001"	"Randolph County, AL"	"01111"	"All Other Causes"	"O"	274	22465	1219.67505	73.68326
	"2001"	"2001"	"Russell County, AL"	"01113"	"All Other Causes"	"O"	545	49622	1098.30317	47.04614
	"2001"	"2001"	"St. Clair County, AL"	"01115"	"All Other Causes"	"O"	584	66093	883.60341	36.56377
	"2001"	"2001"	"Shelby County, AL"	"01117"	"All Other Causes"	"O"	894	149358	598.56184	20.01890
	"2001"	"2001"	"Sumter County, AL"	"01119"	"All Other Causes"	"O"	146	14630	997.94942	82.59088
	"2001"	"2001"	"Talladega County, AL"	"01121"	"All Other Causes"	"O"	883	80939	1090.94503	36.71322
	"2001"	"2001"	"Tallapoosa County, AL"	"01123"	"All Other Causes"	"O"	579	41406	1398.34807	58.11336
	"2001"	"2001"	"Tuscaloosa County, AL"	"01125"	"All Other Causes"	"O"	1486	166951	890.08152	23.08981
	"2001"	"2001"	"Walker County, AL"	"01127"	"All Other Causes"	"O"	854	70364	1213.68882	41.53158
	"2001"	"2001"	"Washington County, AL"	"01129"	"All Other Causes"	"O"	170	17933	947.97301	72.70621
	"2001"	"2001"	"Wilcox County, AL"	"01131"	"All Other Causes"	"O"	137	12806	1069.81103	91.40012
	"2001"	"2001"	"Winston County, AL"	"01133"	"All Other Causes"	"O"	287	24597	1166.80896	68.87456
	"2001"	"2001"	"Anchorage Borough, AK"	"02020"	"Drug-Induced Causes"	"D"	44	264274	16.64939	2.50999
	"2001"	"2001"	"Anchorage Borough, AK"	"02020"	"Alcohol-Induced Causes"	"A"	36	264274	13.62223	2.27037
	"2001"	"2001"	"Anchorage Borough, AK"	"02020"	"All Other Causes"	"O"	1090	264274	412.45071	12.49277
	"2001"	"2001"	"Bethel Census Area, AK"	"02050"	"All Other Causes"	"O"	84	16171	519.44840	56.67647
	"2001"	"2001"	"Dillingham Census Area, AK"	"02070"	"All Other Causes"	"O"	29	4840	599.17355	111.26374
	"2001"	"2001"	"Fairbanks North Star Borough, AK"	"02090"	"Alcohol-Induced Causes"	"A"	19	84814	Unreliable	5.13936
	"2001"	"2001"	"Fairbanks North Star Borough, AK"	"02090"	"All Other Causes"	"O"	337	84814	397.34006	21.64449
	"2001"	"2001"	"Haines Borough, AK"	"02100"	"All Other Causes"	"O"	12	2334	Unreliable	148.41909
	"2001"	"2001"	"Juneau Borough, AK"	"02110"	"All Other Causes"	"O"	140	30502	458.98630	38.79142
	"2001"	"2001"	"Kenai Peninsula Borough, AK"	"02122"	"Alcohol-Induced Causes"	"A"	12	49986	Unreliable	6.93014
	"2001"	"2001"	"Kenai Peninsula Borough, AK"	"02122"	"All Other Causes"	"O"	237	49986	474.13276	30.79823
	"2001"	"2001"	"Ketchikan Gateway Borough, AK"	"02130"	"All Other Causes"	"O"	93	13796	674.10844	69.90179
	"2001"	"2001"	"Kodiak Island Borough, AK"	"02150"	"All Other Causes"	"O"	44	13748	320.04655	48.24883
	"2001"	"2001"	"Lake and Peninsula Borough, AK"	"02164"	"All Other Causes"	"O"	15	1715	Unreliable	225.82993
	"2001"	"2001"	"Matanuska-Susitna Borough, AK"	"02170"	"All Other Causes"	"O"	287	61807	464.34870	27.40964
	"2001"	"2001"	"Nome Census Area, AK"	"02180"	"All Other Causes"	"O"	53	9167	578.16079	79.41649
	"2001"	"2001"	"North Slope Borough, AK"	"02185"	"All Other Causes"	"O"	29	7530	385.12616	71.51613
	"2001"	"2001"	"Northwest Arctic Borough, AK"	"02188"	"All Other Causes"	"O"	38	7251	524.06565	85.01467
	"2001"	"2001"	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"All Other Causes"	"O"	20	5887	339.73161	75.96630
	"2001"	"2001"	"Sitka Borough, AK"	"02220"	"All Other Causes"	"O"	44	8727	504.18242	76.00836
	"2001"	"2001"	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"All Other Causes"	"O"	17	3406	Unreliable	121.05419
	"2001"	"2001"	"Southeast Fairbanks Census Area, AK"	"02240"	"All Other Causes"	"O"	24	5705	420.68361	85.87168
	"2001"	"2001"	"Valdez-Cordova Census Area, AK"	"02261"	"All Other Causes"	"O"	41	10114	405.37868	63.30951
	"2001"	"2001"	"Wade Hampton Census Area, AK"	"02270"	"All Other Causes"	"O"	33	7051	468.01872	81.47160
	"2001"	"2001"	"Wrangell-Petersburg Census Area, AK"	"02280"	"All Other Causes"	"O"	43	6624	649.15459	98.99515
	"2001"	"2001"	"Yukon-Koyukuk Census Area, AK"	"02290"	"All Other Causes"	"O"	50	8214	608.71682	86.08556
	"2001"	"2001"	"Apache County, AZ"	"04001"	"Alcohol-Induced Causes"	"A"	25	67863	36.83893	7.36779
	"2001"	"2001"	"Apache County, AZ"	"04001"	"All Other Causes"	"O"	480	67863	707.30737	32.28402
	"2001"	"2001"	"Cochise County, AZ"	"04003"	"Drug-Induced Causes"	"D"	13	118798	Unreliable	3.03503
	"2001"	"2001"	"Cochise County, AZ"	"04003"	"Alcohol-Induced Causes"	"A"	11	118798	Unreliable	2.79182
	"2001"	"2001"	"Cochise County, AZ"	"04003"	"All Other Causes"	"O"	1071	118798	901.53033	27.54772
	"2001"	"2001"	"Coconino County, AZ"	"04005"	"Alcohol-Induced Causes"	"A"	10	118283	Unreliable	2.67348
	"2001"	"2001"	"Coconino County, AZ"	"04005"	"All Other Causes"	"O"	551	118283	465.83195	19.84511
	"2001"	"2001"	"Gila County, AZ"	"04007"	"Alcohol-Induced Causes"	"A"	13	51274	Unreliable	7.03193
	"2001"	"2001"	"Gila County, AZ"	"04007"	"All Other Causes"	"O"	620	51274	1209.18984	48.56223
	"2001"	"2001"	"Graham County, AZ"	"04009"	"All Other Causes"	"O"	256	33356	767.47811	47.96738
	"2001"	"2001"	"Greenlee County, AZ"	"04011"	"All Other Causes"	"O"	45	8349	538.98670	80.34739
	"2001"	"2001"	"La Paz County, AZ"	"04012"	"All Other Causes"	"O"	170	19580	868.23289	66.59042
	"2001"	"2001"	"Maricopa County, AZ"	"04013"	"Drug-Induced Causes"	"D"	345	3175989	10.86276	0.58483
	"2001"	"2001"	"Maricopa County, AZ"	"04013"	"Alcohol-Induced Causes"	"A"	217	3175989	6.83252	0.46382
	"2001"	"2001"	"Maricopa County, AZ"	"04013"	"All Other Causes"	"O"	22357	3175989	703.93821	4.70791
	"2001"	"2001"	"Mohave County, AZ"	"04015"	"Drug-Induced Causes"	"D"	12	160312	Unreliable	2.16085
	"2001"	"2001"	"Mohave County, AZ"	"04015"	"Alcohol-Induced Causes"	"A"	32	160312	19.96108	3.52865
	"2001"	"2001"	"Mohave County, AZ"	"04015"	"All Other Causes"	"O"	1924	160312	1200.15969	27.36129
	"2001"	"2001"	"Navajo County, AZ"	"04017"	"Alcohol-Induced Causes"	"A"	23	97849	23.50561	4.90126
	"2001"	"2001"	"Navajo County, AZ"	"04017"	"All Other Causes"	"O"	655	97849	669.39877	26.15557
	"2001"	"2001"	"Pima County, AZ"	"04019"	"Drug-Induced Causes"	"D"	150	859280	17.45648	1.42532
	"2001"	"2001"	"Pima County, AZ"	"04019"	"Alcohol-Induced Causes"	"A"	66	859280	7.68085	0.94545
	"2001"	"2001"	"Pima County, AZ"	"04019"	"All Other Causes"	"O"	7283	859280	847.57006	9.93163
	"2001"	"2001"	"Pinal County, AZ"	"04021"	"Drug-Induced Causes"	"D"	15	187747	Unreliable	2.06287
	"2001"	"2001"	"Pinal County, AZ"	"04021"	"Alcohol-Induced Causes"	"A"	16	187747	Unreliable	2.13053
	"2001"	"2001"	"Pinal County, AZ"	"04021"	"All Other Causes"	"O"	1494	187747	795.75173	20.58744
	"2001"	"2001"	"Santa Cruz County, AZ"	"04023"	"All Other Causes"	"O"	202	39288	514.15190	36.17560
	"2001"	"2001"	"Yavapai County, AZ"	"04025"	"Drug-Induced Causes"	"D"	20	172636	11.58507	2.59050
	"2001"	"2001"	"Yavapai County, AZ"	"04025"	"Alcohol-Induced Causes"	"A"	25	172636	14.48134	2.89627
	"2001"	"2001"	"Yavapai County, AZ"	"04025"	"All Other Causes"	"O"	1905	172636	1103.47784	25.28227
	"2001"	"2001"	"Yuma County, AZ"	"04027"	"Drug-Induced Causes"	"D"	15	162873	Unreliable	2.37792
	"2001"	"2001"	"Yuma County, AZ"	"04027"	"All Other Causes"	"O"	997	162873	612.13338	19.38646
	"2001"	"2001"	"Arkansas County, AR"	"05001"	"All Other Causes"	"O"	299	20593	1451.94969	83.96842
	"2001"	"2001"	"Ashley County, AR"	"05003"	"All Other Causes"	"O"	287	23824	1204.66756	71.10928
	"2001"	"2001"	"Baxter County, AR"	"05005"	"All Other Causes"	"O"	608	38331	1586.18351	64.32824
	"2001"	"2001"	"Benton County, AR"	"05007"	"All Other Causes"	"O"	1294	159258	812.51805	22.58738
	"2001"	"2001"	"Boone County, AR"	"05009"	"All Other Causes"	"O"	400	34258	1167.61049	58.38052
	"2001"	"2001"	"Bradley County, AR"	"05011"	"All Other Causes"	"O"	190	12427	1528.92895	110.92016
	"2001"	"2001"	"Calhoun County, AR"	"05013"	"All Other Causes"	"O"	68	5599	1214.50259	147.28007
	"2001"	"2001"	"Carroll County, AR"	"05015"	"All Other Causes"	"O"	253	25559	989.86658	62.23238
	"2001"	"2001"	"Chicot County, AR"	"05017"	"All Other Causes"	"O"	189	13758	1373.74618	99.92533
	"2001"	"2001"	"Clark County, AR"	"05019"	"All Other Causes"	"O"	252	23516	1071.61082	67.50514
	"2001"	"2001"	"Clay County, AR"	"05021"	"All Other Causes"	"O"	260	17307	1502.28231	93.16759
	"2001"	"2001"	"Cleburne County, AR"	"05023"	"All Other Causes"	"O"	301	24204	1243.59610	71.67969
	"2001"	"2001"	"Cleveland County, AR"	"05025"	"All Other Causes"	"O"	70	8637	810.46660	96.86929
	"2001"	"2001"	"Columbia County, AR"	"05027"	"All Other Causes"	"O"	280	25424	1101.32159	65.81655
	"2001"	"2001"	"Conway County, AR"	"05029"	"All Other Causes"	"O"	212	20362	1041.15509	71.50683
	"2001"	"2001"	"Craighead County, AR"	"05031"	"All Other Causes"	"O"	784	83276	941.44772	33.62313
	"2001"	"2001"	"Crawford County, AR"	"05033"	"All Other Causes"	"O"	475	54273	875.20498	40.15716
	"2001"	"2001"	"Crittenden County, AR"	"05035"	"All Other Causes"	"O"	512	50919	1005.51857	44.43806
	"2001"	"2001"	"Cross County, AR"	"05037"	"All Other Causes"	"O"	231	19382	1191.82747	78.41649
	"2001"	"2001"	"Dallas County, AR"	"05039"	"All Other Causes"	"O"	123	9005	1365.90783	123.15976
	"2001"	"2001"	"Desha County, AR"	"05041"	"All Other Causes"	"O"	182	14958	1216.74021	90.19078
	"2001"	"2001"	"Drew County, AR"	"05043"	"All Other Causes"	"O"	182	18660	975.34834	72.29763
	"2001"	"2001"	"Faulkner County, AR"	"05045"	"All Other Causes"	"O"	610	88830	686.70494	27.80387
	"2001"	"2001"	"Franklin County, AR"	"05047"	"All Other Causes"	"O"	166	17830	931.01514	72.26079
	"2001"	"2001"	"Fulton County, AR"	"05049"	"All Other Causes"	"O"	140	11676	1199.04077	101.33744
	"2001"	"2001"	"Garland County, AR"	"05051"	"Drug-Induced Causes"	"D"	15	89032	Unreliable	4.35010
	"2001"	"2001"	"Garland County, AR"	"05051"	"Alcohol-Induced Causes"	"A"	14	89032	Unreliable	4.20260
	"2001"	"2001"	"Garland County, AR"	"05051"	"All Other Causes"	"O"	1259	89032	1414.09830	39.85352
	"2001"	"2001"	"Grant County, AR"	"05053"	"All Other Causes"	"O"	157	16608	945.32755	75.44535
	"2001"	"2001"	"Greene County, AR"	"05055"	"All Other Causes"	"O"	397	37934	1046.55454	52.52507
	"2001"	"2001"	"Hempstead County, AR"	"05057"	"All Other Causes"	"O"	270	23318	1157.90377	70.46778
	"2001"	"2001"	"Hot Spring County, AR"	"05059"	"All Other Causes"	"O"	340	30615	1110.56672	60.22894
	"2001"	"2001"	"Howard County, AR"	"05061"	"All Other Causes"	"O"	156	14146	1102.78524	88.29348
	"2001"	"2001"	"Independence County, AR"	"05063"	"All Other Causes"	"O"	358	34374	1041.48484	55.04418
	"2001"	"2001"	"Izard County, AR"	"05065"	"All Other Causes"	"O"	184	13289	1384.60381	102.07435
	"2001"	"2001"	"Jackson County, AR"	"05067"	"All Other Causes"	"O"	267	18029	1480.94736	90.63251
	"2001"	"2001"	"Jefferson County, AR"	"05069"	"All Other Causes"	"O"	879	83322	1054.94347	35.58236
	"2001"	"2001"	"Johnson County, AR"	"05071"	"All Other Causes"	"O"	229	22977	996.64882	65.86041
	"2001"	"2001"	"Lafayette County, AR"	"05073"	"All Other Causes"	"O"	100	8374	1194.17244	119.41724
	"2001"	"2001"	"Lawrence County, AR"	"05075"	"All Other Causes"	"O"	223	17749	1256.40881	84.13536
	"2001"	"2001"	"Lee County, AR"	"05077"	"All Other Causes"	"O"	137	12358	1108.59362	94.71355
	"2001"	"2001"	"Lincoln County, AR"	"05079"	"All Other Causes"	"O"	118	14505	813.51258	74.88990
	"2001"	"2001"	"Little River County, AR"	"05081"	"All Other Causes"	"O"	178	13334	1334.93325	100.05748
	"2001"	"2001"	"Logan County, AR"	"05083"	"All Other Causes"	"O"	256	22385	1143.62296	71.47644
	"2001"	"2001"	"Lonoke County, AR"	"05085"	"All Other Causes"	"O"	438	54043	810.46574	38.72555
	"2001"	"2001"	"Madison County, AR"	"05087"	"All Other Causes"	"O"	149	14253	1045.39395	85.64201
	"2001"	"2001"	"Marion County, AR"	"05089"	"All Other Causes"	"O"	170	16232	1047.31395	80.32531
	"2001"	"2001"	"Miller County, AR"	"05091"	"All Other Causes"	"O"	342	40606	842.24006	45.54313
	"2001"	"2001"	"Mississippi County, AR"	"05093"	"All Other Causes"	"O"	567	51017	1111.39424	46.67417
	"2001"	"2001"	"Monroe County, AR"	"05095"	"All Other Causes"	"O"	141	9947	1417.51282	119.37611
	"2001"	"2001"	"Montgomery County, AR"	"05097"	"All Other Causes"	"O"	106	9221	1149.54994	111.65416
	"2001"	"2001"	"Nevada County, AR"	"05099"	"All Other Causes"	"O"	105	9774	1074.27870	104.83887
	"2001"	"2001"	"Newton County, AR"	"05101"	"All Other Causes"	"O"	81	8534	949.14460	105.46051
	"2001"	"2001"	"Ouachita County, AR"	"05103"	"All Other Causes"	"O"	372	28088	1324.40900	68.66741
	"2001"	"2001"	"Perry County, AR"	"05105"	"All Other Causes"	"O"	111	10306	1077.04250	102.22835
	"2001"	"2001"	"Phillips County, AR"	"05107"	"All Other Causes"	"O"	324	25821	1254.79261	69.71070
	"2001"	"2001"	"Pike County, AR"	"05109"	"All Other Causes"	"O"	121	11306	1070.22820	97.29347
	"2001"	"2001"	"Poinsett County, AR"	"05111"	"All Other Causes"	"O"	286	25498	1121.65660	66.32495
	"2001"	"2001"	"Polk County, AR"	"05113"	"All Other Causes"	"O"	221	20189	1094.65551	73.63450
	"2001"	"2001"	"Pope County, AR"	"05115"	"All Other Causes"	"O"	493	54986	896.59186	40.38047
	"2001"	"2001"	"Prairie County, AR"	"05117"	"All Other Causes"	"O"	125	9505	1315.09732	117.62588
	"2001"	"2001"	"Pulaski County, AR"	"05119"	"Drug-Induced Causes"	"D"	15	362866	Unreliable	1.06733
	"2001"	"2001"	"Pulaski County, AR"	"05119"	"Alcohol-Induced Causes"	"A"	23	362866	6.33843	1.32165
	"2001"	"2001"	"Pulaski County, AR"	"05119"	"All Other Causes"	"O"	3291	362866	906.94637	15.80948
	"2001"	"2001"	"Randolph County, AR"	"05121"	"All Other Causes"	"O"	233	18177	1281.83969	83.97611
	"2001"	"2001"	"St. Francis County, AR"	"05123"	"All Other Causes"	"O"	337	29072	1159.19097	63.14516
	"2001"	"2001"	"Saline County, AR"	"05125"	"All Other Causes"	"O"	715	85473	836.52147	31.28413
	"2001"	"2001"	"Scott County, AR"	"05127"	"All Other Causes"	"O"	113	10950	1031.96347	97.07896
	"2001"	"2001"	"Searcy County, AR"	"05129"	"All Other Causes"	"O"	94	8220	1143.55231	117.94842
	"2001"	"2001"	"Sebastian County, AR"	"05131"	"Drug-Induced Causes"	"D"	13	116488	Unreliable	3.09521
	"2001"	"2001"	"Sebastian County, AR"	"05131"	"Alcohol-Induced Causes"	"A"	10	116488	Unreliable	2.71468
	"2001"	"2001"	"Sebastian County, AR"	"05131"	"All Other Causes"	"O"	1119	116488	960.61397	28.71666
	"2001"	"2001"	"Sevier County, AR"	"05133"	"All Other Causes"	"O"	154	15586	988.06621	79.62064
	"2001"	"2001"	"Sharp County, AR"	"05135"	"All Other Causes"	"O"	260	17244	1507.77082	93.50798
	"2001"	"2001"	"Stone County, AR"	"05137"	"All Other Causes"	"O"	137	11484	1192.96412	101.92180
	"2001"	"2001"	"Union County, AR"	"05139"	"All Other Causes"	"O"	550	44894	1225.10803	52.23878
	"2001"	"2001"	"Van Buren County, AR"	"05141"	"All Other Causes"	"O"	216	16332	1322.55694	89.98860
	"2001"	"2001"	"Washington County, AR"	"05143"	"Drug-Induced Causes"	"D"	12	163151	Unreliable	2.12325
	"2001"	"2001"	"Washington County, AR"	"05143"	"Alcohol-Induced Causes"	"A"	10	163151	Unreliable	1.93825
	"2001"	"2001"	"Washington County, AR"	"05143"	"All Other Causes"	"O"	1154	163151	707.32021	20.82156
	"2001"	"2001"	"White County, AR"	"05145"	"All Other Causes"	"O"	669	68273	979.88956	37.88472
	"2001"	"2001"	"Woodruff County, AR"	"05147"	"All Other Causes"	"O"	134	8675	1544.66859	133.43904
	"2001"	"2001"	"Yell County, AR"	"05149"	"All Other Causes"	"O"	263	21145	1243.79286	76.69555
	"2001"	"2001"	"Alameda County, CA"	"06001"	"Drug-Induced Causes"	"D"	25	1469484	1.70128	0.34026
	"2001"	"2001"	"Alameda County, CA"	"06001"	"Alcohol-Induced Causes"	"A"	92	1469484	6.26070	0.65272
	"2001"	"2001"	"Alameda County, CA"	"06001"	"All Other Causes"	"O"	9658	1469484	657.23751	6.68773
	"2001"	"2001"	"Amador County, CA"	"06005"	"All Other Causes"	"O"	394	35697	1103.73421	55.60533
	"2001"	"2001"	"Butte County, CA"	"06007"	"Alcohol-Induced Causes"	"A"	22	206193	10.66962	2.27477
	"2001"	"2001"	"Butte County, CA"	"06007"	"All Other Causes"	"O"	2220	206193	1076.66119	22.85086
	"2001"	"2001"	"Calaveras County, CA"	"06009"	"All Other Causes"	"O"	360	41304	871.58629	45.93663
	"2001"	"2001"	"Colusa County, CA"	"06011"	"All Other Causes"	"O"	144	19022	757.01819	63.08485
	"2001"	"2001"	"Contra Costa County, CA"	"06013"	"Drug-Induced Causes"	"D"	29	970952	2.98676	0.55463
	"2001"	"2001"	"Contra Costa County, CA"	"06013"	"Alcohol-Induced Causes"	"A"	88	970952	9.06327	0.96615
	"2001"	"2001"	"Contra Costa County, CA"	"06013"	"All Other Causes"	"O"	6765	970952	696.73887	8.47103
	"2001"	"2001"	"Del Norte County, CA"	"06015"	"All Other Causes"	"O"	262	27292	959.98827	59.30827
	"2001"	"2001"	"El Dorado County, CA"	"06017"	"Alcohol-Induced Causes"	"A"	14	161101	Unreliable	2.32255
	"2001"	"2001"	"El Dorado County, CA"	"06017"	"All Other Causes"	"O"	1149	161101	713.21717	21.04078
	"2001"	"2001"	"Fresno County, CA"	"06019"	"Drug-Induced Causes"	"D"	51	813021	6.27290	0.87838
	"2001"	"2001"	"Fresno County, CA"	"06019"	"Alcohol-Induced Causes"	"A"	100	813021	12.29981	1.22998
	"2001"	"2001"	"Fresno County, CA"	"06019"	"All Other Causes"	"O"	5457	813021	671.20037	9.08605
	"2001"	"2001"	"Glenn County, CA"	"06021"	"All Other Causes"	"O"	223	26450	843.10019	56.45816
	"2001"	"2001"	"Humboldt County, CA"	"06023"	"Drug-Induced Causes"	"D"	21	127520	16.46801	3.59361
	"2001"	"2001"	"Humboldt County, CA"	"06023"	"Alcohol-Induced Causes"	"A"	22	127520	17.25220	3.67818
	"2001"	"2001"	"Humboldt County, CA"	"06023"	"All Other Causes"	"O"	1254	127520	983.37516	27.76965
	"2001"	"2001"	"Imperial County, CA"	"06025"	"Alcohol-Induced Causes"	"A"	18	143707	Unreliable	2.95229
	"2001"	"2001"	"Imperial County, CA"	"06025"	"All Other Causes"	"O"	861	143707	599.13574	20.41849
	"2001"	"2001"	"Inyo County, CA"	"06027"	"All Other Causes"	"O"	208	18117	1148.09295	79.60592
	"2001"	"2001"	"Kern County, CA"	"06029"	"Drug-Induced Causes"	"D"	73	676574	10.78965	1.26283
	"2001"	"2001"	"Kern County, CA"	"06029"	"Alcohol-Induced Causes"	"A"	103	676574	15.22376	1.50004
	"2001"	"2001"	"Kern County, CA"	"06029"	"All Other Causes"	"O"	4724	676574	698.22370	10.15874
	"2001"	"2001"	"Kings County, CA"	"06031"	"All Other Causes"	"O"	689	132881	518.50904	19.75362
	"2001"	"2001"	"Lake County, CA"	"06033"	"Alcohol-Induced Causes"	"A"	15	60219	Unreliable	6.43150
	"2001"	"2001"	"Lake County, CA"	"06033"	"All Other Causes"	"O"	804	60219	1335.12679	47.08629
	"2001"	"2001"	"Lassen County, CA"	"06035"	"All Other Causes"	"O"	205	33548	611.06474	42.67861
	"2001"	"2001"	"Los Angeles County, CA"	"06037"	"Drug-Induced Causes"	"D"	552	9626034	5.73445	0.24407
	"2001"	"2001"	"Los Angeles County, CA"	"06037"	"Alcohol-Induced Causes"	"A"	925	9626034	9.60936	0.31595
	"2001"	"2001"	"Los Angeles County, CA"	"06037"	"All Other Causes"	"O"	58586	9626034	608.62033	2.51449
	"2001"	"2001"	"Madera County, CA"	"06039"	"Drug-Induced Causes"	"D"	10	125581	Unreliable	2.51812
	"2001"	"2001"	"Madera County, CA"	"06039"	"Alcohol-Induced Causes"	"A"	15	125581	Unreliable	3.08405
	"2001"	"2001"	"Madera County, CA"	"06039"	"All Other Causes"	"O"	916	125581	729.40970	24.10037
	"2001"	"2001"	"Marin County, CA"	"06041"	"Drug-Induced Causes"	"D"	12	247866	Unreliable	1.39757
	"2001"	"2001"	"Marin County, CA"	"06041"	"Alcohol-Induced Causes"	"A"	10	247866	Unreliable	1.27580
	"2001"	"2001"	"Marin County, CA"	"06041"	"All Other Causes"	"O"	1872	247866	755.24679	17.45565
	"2001"	"2001"	"Mariposa County, CA"	"06043"	"All Other Causes"	"O"	148	17099	865.54769	71.14758
	"2001"	"2001"	"Mendocino County, CA"	"06045"	"Alcohol-Induced Causes"	"A"	11	86841	Unreliable	3.81919
	"2001"	"2001"	"Mendocino County, CA"	"06045"	"All Other Causes"	"O"	840	86841	967.28504	33.37450
	"2001"	"2001"	"Merced County, CA"	"06047"	"Alcohol-Induced Causes"	"A"	20	218816	9.14010	2.04379
	"2001"	"2001"	"Merced County, CA"	"06047"	"All Other Causes"	"O"	1381	218816	631.12387	16.98313
	"2001"	"2001"	"Modoc County, CA"	"06049"	"All Other Causes"	"O"	99	9350	1058.82353	106.41577
	"2001"	"2001"	"Mono County, CA"	"06051"	"All Other Causes"	"O"	52	13224	393.22444	54.53042
	"2001"	"2001"	"Monterey County, CA"	"06053"	"Drug-Induced Causes"	"D"	21	407082	5.15867	1.12571
